Kalimat,Anotasi Program,Anotasi Furqon,Anotasi Richard,Richard dan Furqon,Anotasi Yuly
"Menjadi partai dengan suara terbanyak pada Pemilu 2014 tidak menjamin PDI Perjuangan berjaya di Pilkada 2017. justru Partai Golkar yang meraih kemenangan terbanyak, dalam laporan Indonesia Strategic Institute.",B-A0 B-A0 B-AM-EXT I-AM-EXT I-AM-EXT B-AM-TMP I-AM-TMP I-AM-TMP B-AM-NEG B-V B-A1 I-A1 I-A1 B-AM-TMP I-AM-TMP I-AM-TMP O B-A0 B-A0 B-AM-ADV B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1,B-A0 I-A0 B-AM-EXT I-AM-EXT I-AM-EXT B-AM-TMP I-AM-TMP I-AM-TMP B-AM-NEG B-V B-A1 I-A1 I-A1 B-AM-TMP I-AM-TMP I-AM-TMP O B-A0 I-A0 I-A0 B-V B-A1 I-A1 O B-AM-EXT I-AM-EXT I-AM-EXT  I-AM-EXT  I-AM-EXT O  ,B-A0 I-A0 B-AM-EXT I-AM-EXT I-AM-EXT B-AM-TMP I-AM-TMP I-AM-TMP B-AM-NEG B-V B-A1 I-A1 I-A1 B-AM-TMP I-AM-TMP I-AM-TMP O O B-A0 I-A0 I-A0 B-V B-A1 I-A1 O B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O,Beda,
"Direktur Eksekutif Instrat, Jalu Pradhono Priambodo berpendapat, Golkar menunjukkan kepiawannya menggalang pasangan calon di daerah. Khususnya, yang mendekat kepada calon pejawat.",B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A0 B-V B-A1 I-A1 I-A1 I-A1 B-AM-LOC B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,B-A0 I-A0 I-A0 O I-A0 I-A0 I-A0 B-V O B-A0 B-V B-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O ,B-A0 I-A0 I-A0 O I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC O B-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Jalu berkata, ""Golkar sebelum menentukan calon, selalu melakukan penjajakan ke calon yang punya potensi besar untuk menang,"" Jumat 2 Maret.",B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL O O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP,B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O O  B-AM-TMP I-AM-TMP I-AM-TMP O,B-A0 I-A0 O O B-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL O O B-AM-TMP I-AM-TMP I-AM-TMP O,Beda,
"Kecenderungan Golkar ini sama dengan Partai Nasdem, tetapi kebanyakan kader dan pengurus Nasdem adalah mantan politikus Golkar, meskipun belum tercatat sebagai partai besar.",B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O B-AM-CAU B-AM-NEG B-V B-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 O B-AM-EXT B-AM-NEG B-V B-A1 I-A1 I-A1 I-A1 I-A1 O   ,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O O B-AM-NEG B-V B-A1 I-A1 I-A1 O,Beda,
"Jalu berkata, ""Jadinya, banyak calon yang diusung oleh Nasdem menang,"" ",None (predicate not found),B-A0 B-V O O B-EXT O B-A0 I-A0 I-A0 B-V O O,"B-A0 B-V O O B-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O O

O O O O O O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O O O",Beda,
"Golkar meraih 54 kemenangan di 54 daerah, dari 101 daerah Pilkada Serentak 2017.",B-A0 B-V B-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC B-A1 I-A1 I-A1 O,B-A0 B-V B-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC O I-AM-LOC I-AM-LOC I-AM-LOC B-A1 I-A1 I-A1 O ,B-A0 B-V B-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC O B-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT O,Beda,
Nasdem berada di posisi kedua dengan 47 kemenangan.,B-A0 B-V B-A1 I-A1 I-A1 B-AM-EXT I-AM-EXT I-AM-EXT,B-A0 B-V B-A1 I-A1 I-A1 B-AM-EXT I-AM-EXT I-AM-EXT O ,B-A0 B-V B-A1 I-A1 I-A1 B-AM-EXT I-AM-EXT I-AM-EXT O,Beda,
PDIP dan Demokat berada di urutan ketiga dengan raihan kemenangan masing-masing 45 daerah.,B-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 B-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT O,B-AO I-A0 B-V B-A1 I-A1 I-A1B-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT O ,B-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 B-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT O,Beda,
PAN mengklaim calon yang diusungnya di 51 daerah memenangi Pilkada Serentak 2017.,B-A0 B-V B-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC B-V B-A1 I-A1 I-A1 O,B-A0 B-V B-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC B-V B-A1 I-A1 I-A1 O,B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1  I-A1 I-A1 I-A1 I-A1 O,Beda,
PAN gembira dengan pencapaian calon yang diusungnya di 51 daerah memenangi Pilkada Serentak 2017.,B-A0 I-A0 B-AM-EXT I-AM-EXT B-A0 I-A0 I-A0 B-AM-LOC I-AM-LOC I-AM-LOC B-V B-A1 I-A1 I-A1 O,B-A0 B-AM-ADV B-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT B-AM-LOC I-AM-LOC I-AM-LOC B-V B-A1 I-A1 I-A1 O,B-A0 B-AM-ADV B-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT B-AM-LOC I-AM-LOC I-AM-LOC B-V B-A1 I-A1 I-A1 O,Sama,
"Waketum PAN Viva Yoga Mauladi berujar, ""PAN merasa senang dan gembira karena paslon yang diusung bersama-sama dengan parpol koalisi banyak yang terpilih. Dari 94 paslon yang diusung, PAN menang di 51 daerah. Jadi sekitar 48%,"" di kantor DPP PAN, Jalan Senopati 113, Senayan, Kebayoran Baru, Jakarta Selatan, Kamis 16 Februari 2017.",None (more than 30),B-A0 I-A0 I-A0 I-A0 I-A0 B-V O O B-A0 B-V B-AM-ADV I-AM-ADV B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O B-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 B-V B-AM-LOC I-AM-LOC I-AM-LOC O B-AM-EXT I-AM-EXT I-AM-EXT O O B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O I-AM-LOC I-AM-LOC I-AM-LOC O I-AM-LOC O I-AM-LOC I-AM-LOC O I-AM-LOC  I-AM-LOC O I-AM-LOC B-AM-TMP I-AM-TMP I-AM-TMP O   ,B-A0 I-A0 I-A0 I-A0 I-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O B-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT O B-A0 B-V B-AM-EXT I-AM-EXT I-AM-EXT O B-AM-EXT I-AM-EXT I-AM-EXT O O B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O I-AM-LOC I-AM-LOC I-AM-LOC O I-AM-LOC O I-AM-LOC I-AM-LOC O I-AM-LOC I-AM-LOC O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O,Beda,
Viva mengatakan masih menunggu secara resmi hasil KPU.,B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V B-A1 I-A1 B-AM-ADV I-AM-ADV I-A1 I-A1,Beda,
Viva menegaskan 48% dari hasil pantauan monitoring laporan pengurus wilayah dan daerah PAN seluruh Indonesia.,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Viva mengucapkan, ""Beberapa daerah untuk wilayah Aceh sampai Papua Barat, sebagian juga masih dalam proses penghitungan. Kita menunggu secara resmi hasil KPU. Tapi, dari hasil pantauan monitoring laporan dari pengurus wilayah dan daerah PAN seluruh Indonesia, dari 94 paslon yang diusung, kita menang di 51 daerah,"".",None (more than 30),B-A0 B-V O O B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O B-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O B-A1 I-A1 I-A1 I-A1 I-A1 O B-A0 B-V  B-AM-LOC I-AM-LOC I-AM-LOC O O O       ,B-A0 B-V O O B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O B-A0 B-V B-A1 I-A1 I-A1 I-A1 O O O B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O B-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC O O O,Beda,
Viva mengatakan PAN mengapresiasi kerja keras penyelenggara pilkada 2017 ini.,B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-1A I-A1 O,Beda,
"Viva berpendapat, pilkada adalah jelmaan kedaulatan rakyat dalam demokrasi.",B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Sama,
"Viva mengucapkan, ""Terima kasih kepada KPU, Bawaslu, DKPP, dan jajarannya sampai di tingkat KPPS/PPL sehingga pilkada dapat berjalan dengan baik. Pilkada harus berjalan secara konstitusional dan rapi agar ada nilai dalam menata kehidupan berdemokrasi,"". ",None (more than 30),B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 O I-A1 O I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-ADV I-AM-ADV O B-A0 B-AM-MOD B-V B-AM-ADV I-AM-ADV I-AM-ADV  I-AM-ADV B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O O O ,B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 O I-A1 O I-A1 O I-A1 I-A1 I-A1 I-A1 IA-1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL B-AM-ADV I-AM-ADV O B-A0 B-AM-MOD B-V B-AM-ADV I-AM-ADV I-AM-ADV I-AM-ADV B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GO O O O,Beda,
"PAN juga menyampaikan penghargaan atas kerja keras Polri dan TNI, yang turut mengawal ketertiban dan keamanan penyelenggaraan pilkada. Sehingga masyarakat merasakan keamanan dan kenyamanan dalam memberikan pilihannya secara bebas dan bersuka ria.",None (more than 30),B-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O B-A0 I-A0 B-V B-AM-ADV I-AM-ADV B-AM-EXT I-AM-EXT I-AM-EXT B-AM-ADV I-AM-ADV I-AM-ADV I-AM-ADV I-AM-ADV O  ,B-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL B-AM-ADV I-AM-ADV I-AM-ADV I-AM-ADV I-AM-ADV O,Beda,
"Viva mengatakan, ""Pilkada 2017 telah usai. Meski ada sebagian daerah masih bersengketa terkait hasil pilkada, semuanya harus diarahkan secara konstitusional melalui jalur hukum yang telah diatur undang-undang. Marilah kita semua bergandeng tangan, menyatukan hati dan perasaan, baik paslon yang kalah maupun yang menang di pilkada,"". ",None (more than 30),B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 B-AM-ADV I-AM-ADV B-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT O O B-A0 I-A0 B-V I-V O B-V B-A1 I-A1 I-A1 I-A1 O B-A1 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O O O  ,B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 IA-1 I-A1 O I-A1 B-AM-MOD I-A1 B-AM-ADV I-AM-ADV I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O B-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O O,Beda,
"Pilkada Serentak 2017 yang digelar Rabu 15 Februari telah usai. Ada 101 titik yang melakukan hajatan demokrasi lima tahunan itu. tak sedikit kader yang diusung Partai Demokrasi Indonesia Perjuangan beserta koalisi politiknya harus mengalami pahitnya kekalahan, berdasarkan hasil real count KPU daerah masing-masing.",None (more than 30),B-A0 I-A0 I-A0 I-A0 I-A0 B-AM-TMP I-AM-TMP I-AM-TMP O B-V O B-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 O B-AM-ADV I-AM-ADV B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-AM-MOD B-V B-A1 I-A1 O B-AM-EXT I-AM-EXT I-AM-EXT  I-AM-EXT  I-AM-EXT  I-AM-EXT  I-AM-EXT O ,B-A0 I-A0 I-A0 I-A0 I-A0 B-AM-TMP I-AM-TMP I-AM-TMP O B-V O B-A0 I-A0 I-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-AM-MOD B-V B-A1 I-A1 O B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O,Beda,
"gubernur petahana Basuki Tjahaja Purnama-Djarot Syaiful Hidayat yang diusung PDIP, Golkar, Nasdem, dan Hanura harus bertarung di putaran kedua karena hanya meraih suara 42,96% bersaing tipis dengan pasangan Anies Rasyid Baswedan-Sandiaga Salahudin Uno yang memperoleh 39,97% di DKI Jakarta.",None (more than 30),B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 O I-A0 O I-A0 I-A0 B-AM-MOD B-V B-AM-TMP I-AM-TMP I-AM-TMP B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU B-V B-AM-ADV B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-EXT I-AM-EXT I-AM-EXT B-AM-LOC I-AM-LOC I-AM-LOC O      ,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 O I-A0 O I-A0 I-A0 B-AM-MOD B-V B-AM-TMP I-AM-TMP I-AM-TMP B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU B-AM-LOC I-AM-LOC I-AM-LOC O,Beda,
"Erzaldi Rosman-Abdul Fatah yang diusung Gerindra, Nasdem, dan PKB mengalahkan Rustam Effendi & Muhammad Irwansyah PDIP Provinsi Bangka Belitung.",B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 O I-A0 I-A0 B-V B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 O I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
Provinsi Banten: Rano karno–Embay Mulya Syarief kalah oleh pasangan Wahidin Halim- Andika Hazrumy.,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0,B-AM-LOC I-AM-LOC O B-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 O,B-AM-LOC I-AM-LOC O B-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 O,Beda,
"Rusli Habibi-Idris Rahim yang diusung Golkar & Demokrat mengalahkan Hana Hasanah-Tonny Jati diusung PDI-Perjuangan, PKB, Gerindra dan PPP Gorontalo.",B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 O I-A1 I-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 O I-A1 I-A1 I-A1 I-A1 O,Beda,
"Jakarta  Ahok-Djarot diusung PDIP, Nasdem, Hanura dan Golkar, keputaran kedua bertarung dengan Anies Sandi yng diusung Partai Gerindra dan PKS.",None (predicate not found),None (predicate not found),None (predicate not found),Sama,
"Partai Gerindra, Partai Nasdem, PAN, PKB, PDI Perjuangan dan PPP mendukung Drs. H. Muh. Ali Baal Masdar, M.Si dan Wakil Gubernur Hj. Enny Anggareny Anwar Sulawesi Barat.",None (more than 30),B-A0 I-A0 O I-A0 I-A0 O I-A0 O I-A0 O I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O    ,B-A0 I-A0 O I-A0 I-A0 O I-A0 O I-A0 O I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC O,Beda,
"Partai Demokrat, Partai Hanura dan PKS mendukung Suhardi Duka- Kalma Katta, Salim S yang menang tipis dengan selisih 0,75% dari Suhardi Duka-Kalma Katta.",B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-EXT I-AM-EXT I-AM-EXT O B-A0 I-A0 O O,B-A0 I-A0 O I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1  B-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT B-A0 I-A0 I-A0 I-A0 O,B-A0 I-A0 O I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT O,Beda,
Kota Tasikmalaya Dicky Chandra-Denny Romdhoni diusung PDIP & PBB kalah oleh Budi Budiman dan Muhammad Yusuf.,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0,B-AM-LOC I-AM-LOC B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-AM-LOC I-AM-LOC B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Kota Salatiga Pasangan yang diusung PDIP Drs. Agus Rudianto, MM dan Dance Ishak Palit, M.Si kalah dari pasangan Yuliyanto, SE.,MM dan Muh Haris, SS.,M.Si. yang didukung PKS , Partai Gerindra , Partai Golkar, Partai Demokrat , PPP dan Partai Nasdem.",None (more than 30),B-AM-LOC I-AM-LOC B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 O I-A1 I-A1 O I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 O ,B-AM-LOC I-AM-LOC B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 I-A0 B-V O B-A1 I-A1 O I-A1 O I-A1 I-A1 I-A1 IA-1 O I-A1 O I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 O I-A1 I-A1 O I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 O,Beda,
Kota Kupang Jonas Salean- Nikolaus Frans yang diusung PDIP kalah pasangan calon Jefri Riwu Kore-Herman Man.,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O,B-AM-LOC I-AM-LOC  B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-AM-LOC I-AM-LOC B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Kota Yogyakarta pasangan yang diusung PDIP Imam Priyono D Putranto, S.E., MSi dan Achmad Fadli kalah dari Drs. H. Haryadi Suyuti dan Drs. Heroe Poerwadi, MA Golkar, PAN, PKS, Demokrat, Gerindra, dan PPP.",None (more than 30),B-AM-LOC I-AM-LOC B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V  B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 O I-A1 O I-A1 O I-A1 O I-A1 O I-A1 O ,B-AM-LOC I-AM-LOC B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 O I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 O I-A1 O I-A1 O I-A1 O I-A1 O I-A1 I-A1 O,Beda,
"Pilbup Bekasi Pasangan yang diusung PDIP Meilina Kartika Kadir, S.Sos, M.Si dan Abdul Kholiq, SE, M.Si hanya meraup suara 9.58%. kalah oleh dr. HJ. Neneng Hasanah Yasin - H. Eka Supria Atmaja, SH, yang diusung Koalisi Partai Golkar, PAN, Partai NasDem, dan Partai HANURA.",None (more than 30),B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-AM-MOD B-V B-A1 I-A1 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 O I-A1 I-A1 O I-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 O I-A0 I-A0 I-A0 I-A0 O I-A0 O I-A0 B-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT B-V O B-A1 I-A1 I-A1 I-A1 I-A1 O IA-1 I-A1 I-A1 I-A1 O I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 O I-A1 I-A1 O I-A1 I-A1 I-A1 O,Beda,
Cilacap Taufik Nurhidayat dan Faiqoh Subky kalah dari Tatto Suwarto Pamuji dan Syamsul Auliya Rahman yang memperoleh 56.31% suara.,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 O,B-AM-LOC B-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-V B-A1 I-A1 I-A1 O,B-AM-LOC B-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-EXT I-AM-EXT I-AM-EXT I-AM-EXT O,Beda,
